UNO  FUENTES,562,0.72,4395344,5.13
UNO  GARCIA HS,646,3.53,5689724,4.64
UNO  MARQUEZ,574,-0.17,4530990,4.13
UNO  PAZ,414,7.81,3203552,12.51
UNO  ROGERS PARK,746,1.36,6551876,8.37
UNO  SANTIAGO,282,0.71,2492441,7.72
UNO  SOCCER ELEM,576,0.00,4208915,4.58
UNO  SOCCER HS,629,-0.16,5722586,5.21
UNO  TAMAYO,288,0.00,2345240,7.31
UNO  TORRES,572,-6.84,4348091,-0.11
UNO  ZIZUMBO,574,-8.01,4399698,-1.68
UPLIFT HS,270,-10.30,3199061,-2.18
URBAN PREP  BRONZEVILLE HS,331,-9.32,2914763,-3.29
URBAN PREP  ENGLEWOOD HS,325,0.00,3084745,-0.36
URBAN PREP  WEST HS,240,-11.44,2294912,-7.44
VANDERPOEL,280,-2.44,2343313,1.31
VAUGHN HS,200,-2.91,4176102,0.36
VICK,-1,0,862414,-6.77
VOISE HS,232,-23.68,2758818,-10.22
VOLTA,781,-6.91,6270007,-0.78
VON LINNE,591,0.85,4670873,3.78
VON STEUBEN HS,1687,-2.88,13321673,-1.22
WACKER,259,4.44,2268263,-3.73
WADSWORTH,509,-0.20,4021342,4.27
WALSH,300,-8.54,2885718,-5.29
WARD J,534,2.89,3817578,3.79
WARD L,405,-11.18,3473464,-7.58
WARREN,227,-9.56,1727049,-9.55
WASHINGTON G ES,817,0.00,5739561,2.45
WASHINGTON H ES,302,-10.12,2739132,-8.33
WASHINGTON HS,1385,-1.77,11175035,0.02
WATERS,601,-5.21,3788119,-0.17
WEBSTER,243,0.00,1777720,-2.11
WELLS ES,307,-8.63,2453886,-10.49
WELLS HS,304,-19.58,3554149,-16.09
WENTWORTH,432,-7.10,4021742,-7.26
WEST PARK,587,-1.01,4296551,2.75
WEST RIDGE,777,2.64,6075375,7.32
WESTCOTT,352,-6.13,2923827,3.11
WESTINGHOUSE HS,1159,0.78,9102237,1.93
WHISTLER,280,-1.75,2718294,15.30
WHITE,161,0.63,1233346,-7.80
WHITNEY,959,-1.34,7029717,3.46
WHITTIER,231,-7.97,1953801,-12.10
WILDWOOD,487,0.00,3568120,1.74
WILLIAMS HS,238,0.42,2058013,0.18
WOODLAWN,166,-5.14,1272839,-1.20
WOODSON,314,-2.18,2946116,3.75
WORLD LANGUAGE HS,339,-0.29,3023782,0.04
YATES,404,-8.39,4302720,-3.15
YCCS,3978,-1.04,33958929,-2.50
YORK HS,258,-4.44,2480157,-1.08
YOUNG ES,758,-8.89,6048645,-5.74
YOUNG HS,2076,-1.70,14382906,2.09
YOUNG WOMENS HS,257,3.63,2447358,3.47
ZAPATA,708,-6.96,5279033,-6.75
